Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
784,TOYOTA,Prius,2015,Hatchback,Hybrid,1.8,171306 km,4.0,Automatic,Front,Left wheel,Silver,2276
7840,MERCEDES-BENZ,C 180,1998,Sedan,Petrol,1.8,0 km,4.0,Automatic,Rear,Left wheel,Black,2277
3500,TOYOTA,Wish,2005,Minivan,Petrol,2,98000 km,4.0,Automatic,Front,Right-hand drive,White,2278
188,CHEVROLET,Volt,2017,Hatchback,Hybrid,1.5,125358 km,4.0,Automatic,Front,Left wheel,Grey,2279
23659,HONDA,FIT,2017,Hatchback,Petrol,1.5,42642 km,4.0,Automatic,Front,Left wheel,Silver,2280
470,MERCEDES-BENZ,C 300,2012,Sedan,Petrol,3,116722 km,6.0,Automatic,4x4,Left wheel,Silver,2281
19914,HYUNDAI,Sonata,2016,Sedan,LPG,2,458966 km,4.0,Automatic,Front,Left wheel,Orange,2282
35309,SSANGYONG,REXTON,2013,Jeep,Diesel,2,97035 km,4.0,Automatic,Front,Left wheel,Black,2283
8467,NISSAN,Tiida,2006,Hatchback,Petrol,1.5,129000 km,4.0,Automatic,Front,Right-hand drive,Yellow,2284
6429,AUDI,A7,2013,Hatchback,Petrol,3,301707 km,6.0,Automatic,4x4,Left wheel,Grey,2285
11992,CHEVROLET,Lacetti,2010,Sedan,Petrol,1.6,133608 km,4.0,Automatic,Front,Left wheel,White,2286
9408,OPEL,Combo,2011,Goods wagon,Diesel,1.3 Turbo,95000 km,4.0,Manual,Front,Left wheel,White,2287
30734,BMW,X5,2008,Jeep,Petrol,4.8,230000 km,12.0,Tiptronic,4x4,Left wheel,Black,2288
13956,TOYOTA,Prius C,2014,Hatchback,Hybrid,1.5,107000 km,4.0,Automatic,Front,Left wheel,White,2289
627,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,3.5,318285 km,6.0,Automatic,4x4,Left wheel,Black,2290
10976,MERCEDES-BENZ,S 500,2003,Sedan,CNG,5,205000 km,8.0,Tiptronic,Rear,Left wheel,Grey,2291
16308,FIAT,500 Lounge,2013,Coupe,Petrol,1.4,81064 km,4.0,Tiptronic,Front,Left wheel,Green,2292
6272,MERCEDES-BENZ,ML 350,2009,Jeep,Diesel,3.5,274088 km,6.0,Automatic,4x4,Left wheel,Black,2293
784,NISSAN,Versa,2013,Sedan,Petrol,1.6,125928 km,4.0,Automatic,Front,Left wheel,Silver,2294
3763,CHEVROLET,Volt,2014,Hatchback,,1.4,138491 km,4.0,Automatic,Front,Left wheel,Black,2295
49237,TOYOTA,Tacoma,2017,Jeep,Petrol,2.7,94262 km,4.0,Automatic,Rear,Left wheel,White,2296
21012,VOLVO,XC90,2010,Jeep,Petrol,3.2,102000 km,6.0,Tiptronic,Front,Left wheel,White,2297
250,TOYOTA,Land Cruiser Prado,2019,Jeep,Diesel,3.0 Turbo,32000 km,,Automatic,4x4,Left wheel,Grey,2298
17249,BMW,530,2007,Sedan,Petrol,3,212000 km,6.0,Tiptronic,Rear,Left wheel,Beige,2299
14426,HYUNDAI,Sonata,2014,Sedan,LPG,2,169024 km,4.0,Automatic,Front,Left wheel,White,2300
27422,JEEP,Compass,2013,Jeep,Petrol,2.4,101709 km,4.0,Automatic,Front,Left wheel,Grey,2301
125,TOYOTA,Tundra,2013,Coupe,Petrol,5.7,234683 km,8.0,Automatic,Rear,Left wheel,White,2302
392,VOLKSWAGEN,Jetta,2012,Sedan,Diesel,2.5,162987 km,5.0,Automatic,Front,Left wheel,Grey,2303
26971,TOYOTA,Tacoma,2019,Sedan,Petrol,3.5,18555 km,6.0,Automatic,4x4,Left wheel,Black,2304
18817,TOYOTA,Corolla,2009,Sedan,LPG,1.8,127000 km,4.0,Automatic,Front,Left wheel,White,2305
9408,OPEL,Agila,2008,Hatchback,LPG,1.2,236000 km,4.0,Manual,Front,Left wheel,White,2306
282,FORD,Fusion,2013,Sedan,Hybrid,2,174619 km,4.0,Automatic,Front,Left wheel,Grey,2307
6429,TOYOTA,Tundra,2017,Sedan,Petrol,4.6,190875 km,8.0,Automatic,4x4,Left wheel,White,2308
22843,SSANGYONG,Korando,2011,Jeep,Diesel,2,115102 km,4.0,Automatic,Front,Left wheel,White,2309
16935,BMW,X3,2005,Jeep,Petrol,3,155903 km,6.0,Tiptronic,4x4,Left wheel,Black,2310
5331,HONDA,Cr-v,1997,Jeep,Petrol,2,1972 km,1.0,Automatic,4x4,Left wheel,Golden,2311
23207,HONDA,Odyssey,2011,Minivan,Petrol,3.5,86000 km,6.0,Tiptronic,Front,Left wheel,Grey,2312
45,TOYOTA,Prius,2011,Sedan,Hybrid,1.8,256000 km,4.0,Automatic,Front,Left wheel,White,2313
300,CHEVROLET,Trailblazer,2004,Jeep,Petrol,3.7,3422 km,6.0,Automatic,4x4,Left wheel,Black,2314
13485,HYUNDAI,Sonata,2012,Sedan,Petrol,2.4,82000 km,4.0,Tiptronic,Front,Left wheel,Black,2315
11133,TOYOTA,Highlander,2015,Jeep,Petrol,3.5,91899 km,6.0,Automatic,4x4,Left wheel,Black,2316
23521,TOYOTA,Camry,2016,Sedan,Petrol,2.5,123000 km,4.0,Automatic,Front,Left wheel,Black,2317
11917,BMW,330,2003,Sedan,Petrol,3,0 km,6.0,Manual,Rear,Left wheel,Grey,2318
392,MAZDA,CX-9,2013,Sedan,,,55858 km,6.0,Automatic,4x4,Left wheel,Grey,2319
9722,CHEVROLET,Spark,2015,Sedan,Petrol,1,39232 km,4.0,Automatic,Front,Left wheel,White,2320
18189,TOYOTA,Prius C,2014,Hatchback,Hybrid,1.5,58100 km,4.0,Variator,Front,Left wheel,Silver,2321
43905,MERCEDES-BENZ,G 320,1994,Jeep,Petrol,3.2,200000 km,6.0,Automatic,4x4,Left wheel,Black,2322
10036,HYUNDAI,Sonata,2014,Sedan,LPG,2,255784 km,4.0,Automatic,Front,Left wheel,Silver,2323
26814,SUBARU,Crosstrek,2014,Hatchback,Hybrid,2,50342 km,4.0,Automatic,Front,Left wheel,Silver,2324
12231,VOLKSWAGEN,Jetta,2012,Sedan,Petrol,2.5,78000 km,4.0,Automatic,Front,Left wheel,Black,2325
9000,TOYOTA,Vitz,2011,Hatchback,Petrol,1,179000 km,3.0,Variator,Front,Right-hand drive,Black,2326
26030,JAGUAR,XF,2008,Sedan,Petrol,4.2,113600 km,8.0,Tiptronic,Rear,Left wheel,Sky blue,2327
24148,TOYOTA,Land Cruiser Prado,2000,Jeep,LPG,3.4,150000 km,6.0,Automatic,4x4,Right-hand drive,Sky blue,2328
10976,HONDA,FIT,2008,Sedan,Petrol,1.5,156000 km,4.0,Automatic,Front,Left wheel,White,2329
3607,FORD,Escape,2011,Jeep,Hybrid,2.5,168966 km,4.0,Automatic,4x4,Left wheel,White,2330
17876,TOYOTA,Prius,2011,Sedan,Hybrid,1.8,15000 km,4.0,Automatic,Front,Left wheel,Red,2331
11917,TOYOTA,Prius,2006,Sedan,Hybrid,1.5,3200 km,4.0,Automatic,Front,Left wheel,Silver,2332
30455,HYUNDAI,H1,2015,Minivan,Diesel,2.5,35463 km,4.0,Automatic,Front,Left wheel,Silver,2333
6272,OPEL,Astra,1999,Hatchback,,1.6,200000 km,4.0,Automatic,Front,Left wheel,Silver,2334
12540,HONDA,Elysion,2004,Minivan,LPG,3,165358 km,6.0,Automatic,Front,Right-hand drive,White,2335
12544,TOYOTA,Camry,2010,Sedan,Hybrid,1.8,180000 km,4.0,Automatic,Front,Left wheel,Black,2336
7840,VOLKSWAGEN,Golf 4,2000,Hatchback,Petrol,,195000 km,4.0,Manual,Front,Left wheel,Black,2337
14426,KIA,RIO,2016,Hatchback,Petrol,1.2,170000 km,4.0,Manual,Front,Left wheel,Silver,2338
14269,TOYOTA,Aqua,2012,Hatchback,Petrol,1.5,158000 km,4.0,Automatic,Front,Right-hand drive,Silver,2339
12544,CHEVROLET,Cruze sonic,2012,Sedan,Petrol,1.4 Turbo,121000 km,4.0,Automatic,Front,Left wheel,Orange,2340
4861,CHEVROLET,Nubira,2005,Goods wagon,Petrol,1.8,127000 km,4.0,Manual,Front,Left wheel,Blue,2341
51517,HYUNDAI,H1,2017,Universal,Diesel,2.5,44198 km,4.0,Automatic,Front,Left wheel,Silver,2342
30420,BMW,X5,2011,Jeep,Petrol,3.0 Turbo,145000 km,6.0,Tiptronic,4x4,Left wheel,Black,2343
32772,KIA,Optima,2016,Sedan,Diesel,1.7,30068 km,4.0,Automatic,Front,Left wheel,Black,2344
5645,HONDA,Civic,2016,Sedan,Petrol,2,78222 km,4.0,Automatic,Front,Left wheel,Blue,2345
9252,HYUNDAI,Sonata,2015,Sedan,LPG,2,510853 km,4.0,Automatic,Front,Left wheel,Orange,2346
73071,LEXUS,GX 460,2015,Jeep,Petrol,4.6,188078 km,8.0,Automatic,4x4,Left wheel,Black,2347
58959,PORSCHE,Cayenne,2012,Jeep,Petrol,3.6,99200 km,6.0,Tiptronic,4x4,Left wheel,Brown,2348
33575,HYUNDAI,Elantra,2018,Sedan,Petrol,1.6,53871 km,4.0,Automatic,Front,Left wheel,White,2349
11368,HYUNDAI,Elantra,2007,Sedan,Petrol,1.6,117771 km,4.0,Automatic,Front,Left wheel,Silver,2350
4077,NISSAN,Altima,2017,Sedan,Petrol,2.5,70907 km,4.0,Automatic,Front,Left wheel,Black,2351
1176,ACURA,TL,2010,Sedan,Petrol,3.7,280040 km,6.0,Automatic,4x4,Left wheel,White,2352
5488,DAEWOO,Lacetti,2009,Sedan,Petrol,1.6,112282 km,4.0,Automatic,Front,Left wheel,Silver,2353
11917,FIAT,500,2013,Sedan,Petrol,1.4,112000 km,4.0,Manual,Front,Left wheel,White,2354
23521,TOYOTA,Camry,2012,Sedan,Petrol,2.5,89000 km,4.0,Tiptronic,Front,Left wheel,White,2355
21012,BMW,X5 3.0,2009,Jeep,Petrol,3,170000 km,6.0,Tiptronic,4x4,Left wheel,Blue,2356
15681,TOYOTA,Prius,2013,Sedan,Hybrid,1.8,180000 km,4.0,Tiptronic,Front,Left wheel,Silver,2357
7213,VOLKSWAGEN,Golf,2001,Sedan,Diesel,1.9 Turbo,200000 km,4.0,Manual,Front,Left wheel,Silver,2358
6429,VOLKSWAGEN,Scirocco,2014,Sedan,Petrol,2,88733 km,4.0,Automatic,Front,Left wheel,Black,2359
16443,HYUNDAI,Sonata,2010,Sedan,Petrol,2,179767 km,4.0,Automatic,Front,Left wheel,Grey,2360
8500,SUZUKI,Swift,2011,Hatchback,Petrol,1.2,98000 km,4.0,Automatic,Front,Right-hand drive,Black,2361
12388,TOYOTA,Prius,2010,Sedan,Hybrid,1.8,231003 km,4.0,Automatic,Front,Left wheel,Golden,2362
17249,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,88000 km,4.0,Automatic,Front,Left wheel,Grey,2363
1098,TOYOTA,Yaris,2016,Hatchback,Petrol,1.5,132528 km,4.0,Automatic,Front,Left wheel,Silver,2364
14454,HYUNDAI,Elantra,2012,Sedan,Petrol,1.6,149935 km,4.0,Automatic,Front,Left wheel,Black,2365
17876,HYUNDAI,Elantra,2013,Sedan,Petrol,1.8,156800 km,4.0,Automatic,Front,Left wheel,Blue,2366
11274,CHEVROLET,Cruze,2011,Sedan,Petrol,1.8,173877 km,4.0,Automatic,Front,Left wheel,Grey,2367
16621,FORD,Transit,2004,Microbus,Diesel,2.4 Turbo,180000 km,4.0,Manual,Rear,Left wheel,White,2368
75266,PORSCHE,Panamera,2010,Sedan,Petrol,4.8,57000 km,6.0,Tiptronic,Rear,Left wheel,White,2369
18817,TOYOTA,Prius,2012,Sedan,Petrol,1.8,123000 km,4.0,Automatic,Front,Left wheel,Grey,2370
11290,AUDI,A7,2014,Hatchback,Petrol,3,0 km,6.0,Automatic,4x4,Left wheel,Black,2371
188,FORD,Escape,2008,Sedan,Hybrid,0.4,209843 km,4.0,Automatic,Front,Left wheel,Grey,2372
8154,KIA,Optima,2012,Sedan,Petrol,2.4,178892 km,4.0,Automatic,Front,Left wheel,Silver,2373
19444,AUDI,A3,2011,Hatchback,Petrol,2.0 Turbo,145600 km,4.0,Manual,Front,Left wheel,Black,2374
11133,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,238546 km,6.0,Automatic,4x4,Left wheel,Black,2375
10036,BMW,320 I,2004,Sedan,Petrol,2.2,118000 km,8.0,Tiptronic,Front,Right-hand drive,Silver,2376
24029,SSANGYONG,REXTON,2011,Jeep,Diesel,2,124718 km,4.0,Automatic,Front,Left wheel,White,2377
38445,HYUNDAI,Tucson,2016,Jeep,Diesel,1.7,129816 km,4.0,Automatic,Front,Left wheel,Grey,2378
31988,LEXUS,GX 460,2016,Jeep,Petrol,4.6,155976 km,8.0,Automatic,4x4,Left wheel,White,2379
6899,HONDA,Stream,2004,Minivan,Petrol,1.7,0 km,4.0,Automatic,Front,Right-hand drive,Silver,2380
3293,CADILLAC,SRX,2013,Jeep,Petrol,3.6,126043 km,6.0,Automatic,Front,Left wheel,Black,2381
47408,CHEVROLET,Orlando,2018,Jeep,LPG,2,33000 km,4.0,Automatic,Front,Left wheel,Silver,2382
45,HONDA,FIT,2007,Hatchback,Petrol,1.3,87000 km,4.0,Automatic,Front,Right-hand drive,Black,2383
7840,OPEL,Combo,2004,Goods wagon,Diesel,1.7 Turbo,20000 km,4.0,Manual,Front,Left wheel,Blue,2384
17249,TOYOTA,Prius,2010,Sedan,Hybrid,1.8,102000 km,4.0,Variator,Front,Left wheel,White,2385
53314,LEXUS,RX 450,2012,Jeep,Hybrid,3.5,65000 km,6.0,Automatic,Front,Left wheel,Golden,2386
11133,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,179381 km,4.0,Automatic,Front,Left wheel,Black,2387
784,VOLKSWAGEN,Jetta,2014,Sedan,,2,107637 km,4.0,Automatic,Front,Left wheel,Silver,2388
72130,LEXUS,NX 300,2018,Jeep,Petrol,2.0 Turbo,18918 km,4.0,Tiptronic,Front,Left wheel,Black,2389
14113,HYUNDAI,Sonata,2013,Sedan,Petrol,2.4,130000 km,4.0,Tiptronic,Front,Left wheel,Grey,2390
15994,CHEVROLET,Cruze,2017,Sedan,Petrol,1.4,97189 km,4.0,Automatic,Front,Left wheel,Silver,2391
47042,MERCEDES-BENZ,Sprinter,2008,Microbus,Diesel,,360000 km,4.0,Manual,Rear,Left wheel,White,2392
31772,SSANGYONG,Actyon,2016,Minivan,Diesel,1.6,125996 km,4.0,Automatic,Front,Left wheel,White,2393
5959,SUBARU,Legacy,2003,Sedan,CNG,2,222222 km,4.0,Tiptronic,4x4,Right-hand drive,Black,2394
50767,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,113060 km,4.0,Automatic,Front,Left wheel,Grey,2395
8500,SUBARU,Forester,2001,Universal,Petrol,2,141000 km,4.0,Automatic,4x4,Right-hand drive,Grey,2396
26030,MINI,Countryman,2014,Hatchback,Petrol,1.6,104000 km,4.0,Tiptronic,Front,Left wheel,White,2397
19444,KIA,Optima,2016,Sedan,Petrol,2,31117 km,4.0,Automatic,Front,Left wheel,White,2398
32393,CHEVROLET,Orlando,2016,Jeep,Diesel,1.6,59191 km,4.0,Automatic,Front,Left wheel,White,2399
29793,JEEP,Renegade,2017,Jeep,Petrol,2.4,78000 km,4.0,Tiptronic,4x4,Left wheel,Red,2400
3,VOLKSWAGEN,Jetta,2016,Sedan,Petrol,1.8 Turbo,41000 km,4.0,Automatic,Front,Left wheel,White,2401
24462,TOYOTA,Corolla,2015,Sedan,Petrol,1.8,43294 km,4.0,Automatic,Front,Left wheel,Black,2402
392,VOLKSWAGEN,Jetta,2011,Sedan,Petrol,2,333512 km,4.0,Automatic,Front,Left wheel,Black,2403
17245,NISSAN,Sentra,2016,Sedan,Petrol,1.8,67200 km,4.0,Automatic,Front,Left wheel,Red,2404
10976,MITSUBISHI,Outlander,2006,Jeep,CNG,2.4,211656 km,4.0,Automatic,4x4,Right-hand drive,Black,2405
12231,OPEL,Astra,2009,Hatchback,Petrol,1.4,140000 km,4.0,Manual,Front,Left wheel,Red,2406
18660,CHEVROLET,Orlando,2016,Jeep,Petrol,2,29703 km,4.0,Automatic,Front,Left wheel,White,2407
9408,სხვა,GONOW,2005,Jeep,Petrol,2.3,102000 km,4.0,Manual,Rear,Left wheel,Silver,2408
941,MERCEDES-BENZ,ML 350,2014,Jeep,Diesel,4.6,229966 km,8.0,Automatic,4x4,Left wheel,Black,2409
13172,FORD,Fusion,2013,Sedan,Hybrid,2,191000 km,4.0,Automatic,Front,Left wheel,Black,2410
22947,SSANGYONG,REXTON,2009,Jeep,Diesel,2.7,142419 km,4.0,Automatic,Front,Left wheel,Black,2411
470,BMW,X5,2010,Jeep,Diesel,3,265210 km,6.0,Automatic,4x4,Left wheel,Black,2412
29793,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,204800 km,4.0,Variator,Front,Left wheel,Black,2413
10036,VOLKSWAGEN,Passat,2007,Sedan,Petrol,2.0 Turbo,290000 km,6.0,Automatic,Front,Left wheel,Grey,2414
1333,HYUNDAI,Sonata,2011,Sedan,Hybrid,2.4,142741 km,4.0,Automatic,Front,Left wheel,Silver,2415
20149,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,136292 km,4.0,Automatic,Front,Left wheel,White,2416
941,LEXUS,GX 460,2010,Jeep,Petrol,4.6,260771 km,8.0,Automatic,4x4,Left wheel,Black,2417
3450,LEXUS,LS 460,2010,Sedan,Petrol,4.6,191310 km,8.0,Automatic,4x4,Left wheel,Black,2418
13953,HYUNDAI,Sonata,2010,Sedan,Petrol,2,122426 km,4.0,Automatic,Front,Left wheel,White,2419
22649,SSANGYONG,Actyon,2011,Jeep,Diesel,2,111895 km,4.0,Automatic,Front,Left wheel,White,2420
4077,LEXUS,GX 460,2012,Jeep,Petrol,4.6,150909 km,8.0,Automatic,4x4,Left wheel,Black,2421
11917,MERCEDES-BENZ,ML 320,2003,Jeep,Petrol,3.2,0 km,10.0,Automatic,4x4,Left wheel,Blue,2422
627,LEXUS,GX 460,2013,Jeep,Petrol,4.6,243467 km,8.0,Automatic,4x4,Left wheel,White,2423
188,FORD,Fusion,2013,Sedan,Hybrid,2,0 km,4.0,Automatic,Front,Left wheel,White,2424
16621,TOYOTA,RAV 4,2012,Sedan,Petrol,2.5,76000 km,4.0,Tiptronic,4x4,Left wheel,Silver,2425
3000,UAZ,31514,1991,Coupe,Petrol,1.8,12648846 km,4.0,Manual,4x4,Left wheel,Green,2426
3300,OPEL,Astra,1996,Goods wagon,Petrol,1.6,0 km,4.0,Manual,Front,Left wheel,Blue,2427
15681,HYUNDAI,Sonata,2013,Sedan,Petrol,2.0 Turbo,90000 km,4.0,Automatic,Front,Left wheel,Grey,2428
16408,SSANGYONG,Actyon,2011,Sedan,Diesel,2,157300 km,4.0,Automatic,Front,Left wheel,Black,2429
42786,JAGUAR,XF,2015,Sedan,Diesel,2.2,152674 km,4.0,Automatic,Front,Left wheel,Black,2430
8154,HONDA,FIT,2006,Hatchback,Petrol,1.3,191000 km,2.0,Variator,Front,Right-hand drive,Black,2431
2195,HYUNDAI,Sonata,2014,Sedan,Petrol,2.4,115859 km,4.0,Automatic,Front,Left wheel,Black,2432
10381,HYUNDAI,I30,2011,Hatchback,Diesel,1.6,56581 km,4.0,Automatic,Front,Left wheel,Black,2433
1333,HYUNDAI,Elantra,2013,Sedan,,1.8,267010 km,4.0,Automatic,Front,Left wheel,White,2434
15530,TOYOTA,Aqua,2013,Hatchback,Petrol,1.5,86262 km,4.0,Automatic,Front,Left wheel,Black,2435
9000,TOYOTA,Aqua G klas,2012,Hatchback,Hybrid,1.5,149000 km,4.0,Automatic,Front,Right-hand drive,Sky blue,2436
24775,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,78560 km,4.0,Automatic,Front,Left wheel,White,2437
16308,HYUNDAI,Sonata,2016,Sedan,LPG,2,209744 km,4.0,Automatic,Front,Left wheel,White,2438
17249,TOYOTA,Prius,2014,Sedan,Hybrid,1.8,80000 km,4.0,Automatic,Front,Left wheel,Black,2439
5959,SUZUKI,Kizashi,2009,Sedan,Petrol,2.4,123000 km,4.0,Automatic,Front,Left wheel,Black,2440
24327,SSANGYONG,Korando,2013,Jeep,Diesel,2,98895 km,4.0,Automatic,Front,Left wheel,White,2441
27924,HYUNDAI,H1,2014,Minivan,Diesel,2.5,174485 km,4.0,Automatic,Front,Left wheel,Silver,2442
6272,MERCEDES-BENZ,E 200,1997,Sedan,CNG,2,165000 km,4.0,Automatic,Rear,Left wheel,Blue,2443
941,MERCURY,Cougar,2010,Sedan,Petrol,3,178011 km,6.0,Automatic,4x4,Left wheel,Silver,2444
23834,TOYOTA,Camry,2011,Sedan,Hybrid,2.5,109000 km,4.0,Automatic,Front,Left wheel,Black,2445
11604,MERCEDES-BENZ,E 280,1994,Sedan,Petrol,2.8,248000 km,6.0,Manual,Rear,Left wheel,Grey,2446
15681,TOYOTA,Prius C,2014,Hatchback,Hybrid,1.5,101101 km,4.0,Tiptronic,Front,Left wheel,Red,2447
7000,TOYOTA,Vitz,2012,Hatchback,Petrol,1,83000 km,3.0,Automatic,Front,Right-hand drive,White,2448
6899,FORD,Transit,1994,Microbus,Diesel,2.5,98521 km,4.0,Manual,Rear,Left wheel,Red,2449
17249,HYUNDAI,Genesis,2012,Sedan,Petrol,3.8,94055 km,4.0,Automatic,Front,Left wheel,Silver,2450
470,TOYOTA,Camry,2017,Sedan,Petrol,2.5,90336 km,4.0,Automatic,Front,Left wheel,Black,2451
27946,HYUNDAI,Elantra,2016,Sedan,Petrol,1.6,55446 km,4.0,Automatic,Front,Left wheel,Grey,2452
17876,VOLKSWAGEN,NEW Beetle,2013,Coupe,Petrol,2.5,78000 km,5.0,Tiptronic,Front,Left wheel,Black,2453
9722,HYUNDAI,Sonata,2015,Sedan,LPG,2,598779 km,4.0,Automatic,Front,Left wheel,Orange,2454
1019,NISSAN,Altima,2012,Sedan,Petrol,2.5,498435 km,4.0,Automatic,Front,Left wheel,Grey,2455
8500,BMW,116,2008,Hatchback,Petrol,1.6,11111 km,2.0,Automatic,Rear,Right-hand drive,Red,2456
7840,RENAULT,Scenic,2008,Universal,Diesel,1.5 Turbo,230000 km,4.0,Manual,Front,Left wheel,Grey,2457
7056,SUBARU,Impreza,2006,Sedan,Petrol,1.5,190000 km,4.0,Automatic,Front,Right-hand drive,White,2458
251,AUDI,Q7,2012,Jeep,Petrol,3,241344 km,6.0,Automatic,4x4,Left wheel,Black,2459
21253,TOYOTA,Aqua,2015,Hatchback,Hybrid,1.5,81200 km,4.0,Automatic,Front,Left wheel,Silver,2460
35908,CHEVROLET,Captiva,2015,Jeep,Diesel,2.2,61297 km,4.0,Automatic,Front,Left wheel,Silver,2461
470,HYUNDAI,Sonata,2012,Sedan,Hybrid,2.4,202864 km,4.0,Automatic,Front,Left wheel,Blue,2462
13172,HONDA,FIT,2010,Hatchback,Petrol,1.5,180800 km,4.0,Tiptronic,Front,Left wheel,Grey,2463
3293,DODGE,Challenger,2012,Coupe,Petrol,5.7,202592 km,8.0,Automatic,Rear,Left wheel,Black,2464
14740,HYUNDAI,Accent,2012,Hatchback,Petrol,1.6,214400 km,4.0,Tiptronic,Front,Left wheel,Grey,2465
38445,HYUNDAI,Tucson,2015,Jeep,Diesel,2,70745 km,4.0,Automatic,Front,Left wheel,White,2466
16621,FORD,Focus,2013,Sedan,Hybrid,2,145000 km,4.0,Tiptronic,Front,Left wheel,Grey,2467
15053,HYUNDAI,Sonata,2014,Sedan,Petrol,2.4 Turbo,75200 km,4.0,Automatic,Front,Left wheel,White,2468
9408,FORD,Transit Connect,2007,Goods wagon,Diesel,1.8,211000 km,4.0,Manual,Front,Left wheel,White,2469
16621,MITSUBISHI,Delica,2001,Minivan,Petrol,3,158000 km,6.0,Automatic,4x4,Right-hand drive,White,2470
706,MAZDA,CX-9,2011,Sedan,Petrol,3.7,271904 km,6.0,Automatic,4x4,Left wheel,Silver,2471
862,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,130478 km,4.0,Automatic,Front,Left wheel,White,2472
11604,OPEL,Astra,2010,Hatchback,Diesel,1.9 Turbo,167000 km,4.0,Tiptronic,Front,Left wheel,Blue,2473
19416,SSANGYONG,Korando,2011,Jeep,Diesel,2,124228 km,4.0,Automatic,Front,Left wheel,Black,2474
9000,VOLKSWAGEN,UP,2013,Hatchback,Petrol,1,52000 km,3.0,Tiptronic,Front,Left wheel,Blue,2475
2509,TOYOTA,Prius,2010,Jeep,Hybrid,1.8,256966 km,4.0,Automatic,Front,Left wheel,Blue,2476
13739,FORD,Taurus,2011,Sedan,Petrol,3.5,112000 km,4.0,Automatic,Front,Left wheel,Silver,2477
40769,FORD,Mustang,2015,Coupe,Petrol,3.7,150000 km,6.0,Automatic,Rear,Left wheel,Red,2478
9095,OPEL,Astra,2008,Hatchback,Diesel,1.7 Turbo,219000 km,4.0,Manual,Front,Left wheel,Grey,2479
30,TOYOTA,Prius,2008,Sedan,Hybrid,1.5,152700 km,4.0,Automatic,Front,Left wheel,White,2480
14454,HYUNDAI,Sonata,2012,Sedan,Petrol,2,165892 km,4.0,Automatic,Front,Left wheel,Black,2481
10349,PORSCHE,Cayenne,2003,Jeep,Petrol,4.5,149000 km,8.0,Tiptronic,4x4,Left wheel,Black,2482
784,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,102397 km,4.0,Automatic,Front,Left wheel,Black,2483
18362,TOYOTA,Aqua,2012,Hatchback,Petrol,1.5,99949 km,4.0,Automatic,Front,Left wheel,Blue,2484
26814,KIA,Sorento SX,2016,Jeep,Petrol,2.0 Turbo,33371 km,4.0,Automatic,Front,Left wheel,Grey,2485
25089,TOYOTA,Prius,2013,Hatchback,Hybrid,1.8,160000 km,4.0,Automatic,Front,Left wheel,White,2486
14113,CHEVROLET,Cruze,2013,Sedan,Petrol,1.4 Turbo,120000 km,,Automatic,Front,Left wheel,Silver,2487
3,VOLKSWAGEN,Jetta,2014,Sedan,Petrol,1.8 Turbo,134400 km,4.0,Tiptronic,Front,Right-hand drive,Black,2488
3763,MERCEDES-BENZ,ML 350,2008,Jeep,Diesel,3.5,366869 km,6.0,Automatic,4x4,Left wheel,Black,2489
12074,FORD,Fusion,2011,Sedan,Petrol,2.5,109729 km,4.0,Automatic,Front,Left wheel,Silver,2490
12570,CHEVROLET,Lacetti,2010,Sedan,Petrol,1.8,112720 km,4.0,Automatic,Front,Left wheel,Grey,2491
470,HYUNDAI,Tucson,2015,Jeep,Petrol,2,106442 km,4.0,Automatic,Front,Left wheel,White,2492
19757,TOYOTA,4Runner,2005,Jeep,Petrol,4.7,18000 km,6.0,Tiptronic,4x4,Left wheel,Silver,2493
1882,MERCEDES-BENZ,E 350,2014,Sedan,Petrol,3.5,146395 km,6.0,Automatic,Rear,Left wheel,Grey,2494
10976,FORD,Transit,1998,Universal,Diesel,2.5,135000 km,6.0,Manual,Rear,Right-hand drive,Red,2495
16308,VOLKSWAGEN,CC,2008,Sedan,Petrol,2.0 Turbo,13522 km,4.0,Manual,Front,Left wheel,Silver,2496
46414,TOYOTA,RAV 4,2016,Jeep,Petrol,2.5,56000 km,4.0,Tiptronic,4x4,Left wheel,Black,2497
48261,HONDA,Civic,2016,Sedan,Petrol,2,22601 km,4.0,Automatic,Front,Left wheel,Grey,2498
32954,LEXUS,LS 460,2011,Sedan,Petrol,4.6,195303 km,4.0,Automatic,Front,Left wheel,Black,2499
6899,SUZUKI,Aerio SX,2003,Hatchback,Petrol,2,192000 km,4.0,Automatic,Front,Left wheel,Blue,2500
10349,MERCEDES-BENZ,E 220,2001,Sedan,Diesel,2.2 Turbo,255000 km,4.0,Manual,Rear,Left wheel,Blue,2501
